Zaman_s,Konum_km,Hiz_kmh,Ivme_ms2,Jerk_ms3,Kutle_Ton,Kuvvet_kN,Guc_kW,Disk_Sicaklik_C,Stres_MPa
3908.19999999864,57.3748239999997,0,0,0,730,0,0,732.860806147419,0
3908.39999999864,57.3748239999997,0,0,0,730,0,0,732.858446611399,0
3908.59999999864,57.3748239999997,0,0,0,730,0,0,732.856087083244,0
3908.79999999864,57.3748239999997,0,0,0,730,0,0,732.853727562953,0
3908.99999999864,57.3748239999997,0,0,0,730,0,0,732.851368050528,0
3909.19999999864,57.3748239999997,0,0,0,730,0,0,732.849008545968,0
3909.39999999864,57.3748239999997,0,0,0,730,0,0,732.846649049273,0
3909.59999999864,57.3748239999997,0,0,0,730,0,0,732.844289560443,0
3909.79999999864,57.3748239999997,0,0,0,730,0,0,732.841930079477,0
3909.99999999863,57.3748239999997,0,0,0,730,0,0,732.839570606377,0
3910.19999999863,57.3748239999997,0,0,0,730,0,0,732.837211141142,0
3910.39999999863,57.3748239999997,0,0,0,730,0,0,732.834851683771,0
3910.59999999863,57.3748239999997,0,0,0,730,0,0,732.832492234266,0
3910.79999999863,57.3748239999997,0,0,0,730,0,0,732.830132792625,0
3910.99999999863,57.3748239999997,0,0,0,730,0,0,732.827773358849,0
3911.19999999863,57.3748519999997,0.504,0.7,3.5,730,525.322705644,73.54517879016,732.825380900975,519.087577244529
3911.39999999863,57.3749079999997,1.008,0.7,0,730,525.323022576,147.09044632128,732.822955419336,519.087577244529
3911.59999999863,57.3749919999997,1.512,0.7,0,730,525.323550796,220.63589133432,732.820496914271,519.087577244529
3911.79999999863,57.3751039999997,2.016,0.7,0,730,525.324290304,294.18160257024,732.818005386122,519.087577244529
3911.99999999863,57.3752439999997,2.52,0.7,0,730,525.3252411,367.72766877,732.815480835236,519.087577244529
3912.19999999863,57.3754119999997,3.024,0.7,0,730,525.326403184,441.27417867456,732.812923261965,519.087577244529
3912.39999999863,57.3756079999997,3.528,0.7,0,730,525.327776556,514.82122102488,732.810332666666,519.087577244529
3912.59999999863,57.3758319999997,4.032,0.7,0,730,525.329361216,588.36888456192,732.8077090497,519.087577244529
3912.79999999863,57.3760839999997,4.536,0.7,0,730,525.331157164,661.91725802664,732.805052411432,519.087577244529
3912.99999999863,57.3763639999997,5.04,0.7,0,730,525.3331644,735.46643016,732.802362752233,519.087577244529
3913.19999999863,57.3766719999997,5.544,0.7,0,730,525.335382924,809.01648970296,732.799640072477,519.087577244529
3913.39999999863,57.3770079999997,6.048,0.7,0,730,525.337812736,882.56752539648,732.796884372545,519.087577244529
3913.59999999863,57.3773719999997,6.552,0.7,0,730,525.340453836,956.11962598152,732.794095652821,519.087577244529
3913.79999999863,57.3777639999997,7.056,0.7,0,730,525.343306224,1029.67288019904,732.791273913693,519.087577244529
3913.99999999863,57.3781839999997,7.56,0.7,0,730,525.3463699,1103.22737679,732.788419155555,519.087577244529
3914.19999999863,57.3786319999997,8.064,0.7,0,730,525.349644864,1176.78320449536,732.785531378805,519.087577244529
3914.39999999863,57.3791079999997,8.568,0.7,0,730,525.353131116,1250.34045205608,732.782610583845,519.087577244529
3914.59999999863,57.3796119999997,9.072,0.7,0,730,525.356828656,1323.89920821312,732.779656771084,519.087577244529
3914.79999999863,57.3801439999997,9.576,0.7,0,730,525.360737484,1397.45956170744,732.776669940932,519.087577244529
3914.99999999863,57.3807039999997,10.08,0.7,0,730,525.3648576,1471.02160128,732.773650093807,519.087577244529
3915.19999999863,57.3812919999997,10.584,0.7,0,730,525.369189004,1544.58541567176,732.77059723013,519.087577244529
3915.39999999863,57.3819079999997,11.088,0.7,0,730,525.373731696,1618.15109362368,732.767511350326,519.087577244529
3915.59999999863,57.3825519999997,11.592,0.7,0,730,525.378485676,1691.71872387672,732.764392454826,519.087577244529
3915.79999999863,57.3832239999997,12.096,0.7,0,730,525.383450944,1765.28839517184,732.761240544065,519.087577244529
3915.99999999863,57.3839239999997,12.6,0.7,0,730,525.3886275,1838.86019625,732.758055618482,519.087577244529
3916.19999999863,57.3846519999997,13.104,0.7,0,730,525.394015344,1912.43421585216,732.754837678523,519.087577244529
3916.39999999863,57.3854079999997,13.608,0.7,0,730,525.399614476,1986.01054271928,732.751586724635,519.087577244529
3916.59999999863,57.3861919999997,14.112,0.7,0,730,525.405424896,2059.58926559232,732.748302757273,519.087577244529
3916.79999999863,57.3870039999997,14.616,0.7,0,730,525.411446604,2133.17047321224,732.744985776894,519.087577244529
3916.99999999863,57.3878439999997,15.12,0.7,0,730,525.4176796,2206.75425432,732.741635783961,519.087577244529
3917.19999999863,57.3887119999997,15.624,0.7,0,730,525.424123884,2280.34069765656,732.738252778942,519.087577244529
3917.39999999863,57.3896079999997,16.128,0.7,0,730,525.430779456,2353.92989196288,732.734836762308,519.087577244529
3917.59999999863,57.3905319999997,16.632,0.7,0,730,525.437646316,2427.52192597992,732.731387734537,519.087577244529
3917.79999999863,57.3914839999997,17.136,0.7,0,730,525.444724464,2501.11688844864,732.72790569611,519.087577244529
3917.99999999863,57.3924639999997,17.64,0.7,0,730,525.4520139,2574.71486811,732.724390647511,519.087577244529
3918.19999999863,57.3934719999997,18.144,0.7,0,730,525.459514624,2648.31595370496,732.720842589233,519.087577244529
3918.39999999863,57.3945079999997,18.648,0.7,0,730,525.467226636,2721.92023397448,732.717261521769,519.087577244529
3918.59999999863,57.3955719999997,19.152,0.7,0,730,525.475149936,2795.52779765952,732.71364744562,519.087577244529
3918.79999999863,57.3966639999997,19.656,0.7,0,730,525.483284524,2869.13873350104,732.710000361291,519.087577244529
3918.99999999863,57.3977839999997,20.16,0.7,0,730,525.4916304,2942.75313024,732.706320269289,519.087577244529
3919.19999999863,57.3989319999997,20.664,0.7,0,730,525.500187564,3016.37107661736,732.702607170128,519.087577244529
3919.39999999863,57.4001079999997,21.168,0.7,0,730,525.508956016,3089.99266137408,732.698861064328,519.087577244529
3919.59999999863,57.4013119999997,21.672,0.7,0,730,525.517935756,3163.61797325112,732.69508195241,519.087577244529
3919.79999999863,57.4025439999997,22.176,0.7,0,730,525.527126784,3237.24710098944,732.691269834902,519.087577244529
3919.99999999863,57.4038039999997,22.68,0.7,0,730,525.5365291,3310.88013333,732.687424712336,519.087577244529
3920.19999999863,57.4050919999997,23.184,0.7,0,730,525.546142704,3384.51715901376,732.683546585248,519.087577244529
3920.39999999863,57.4064079999997,23.688,0.7,0,730,525.555967596,3458.15826678168,732.679635454181,519.087577244529
3920.59999999863,57.4077519999997,24.192,0.7,0,730,525.566003776,3531.80354537472,732.675691319679,519.087577244529
3920.79999999863,57.4091239999997,24.696,0.7,0,730,525.576251244,3605.45308353384,732.671714182294,519.087577244529
3920.99999999862,57.4105239999997,25.2,0.7,0,730,525.58671,3679.10697,732.66770404258,519.087577244529
3921.19999999862,57.4119519999997,25.704,0.7,0,730,525.597380044,3752.76529351416,732.663660901098,519.087577244529
3921.39999999862,57.4134079999997,26.208,0.7,0,730,525.608261376,3826.42814281728,732.659584758411,519.087577244529
3921.59999999862,57.4148919999997,26.712,0.7,0,730,525.619353996,3900.09560665032,732.655475615089,519.087577244529
3921.79999999862,57.4164039999997,27.216,0.7,0,730,525.630657904,3973.76777375424,732.651333471705,519.087577244529
3921.99999999862,57.4179439999997,27.72,0.7,0,730,525.6421731,4047.44473287,732.647158328838,519.087577244529
3922.19999999862,57.4195119999997,28.224,0.7,0,730,525.653899584,4121.12657273856,732.642950187069,519.087577244529
3922.39999999862,57.4211079999997,28.728,0.7,0,730,525.665837356,4194.81338210088,732.638709046988,519.087577244529
3922.59999999862,57.4227319999997,29.232,0.7,0,730,525.677986416,4268.50524969792,732.634434909185,519.087577244529
3922.79999999862,57.4243839999997,29.736,0.7,0,730,525.690346764,4342.20226427064,732.630127774258,519.087577244529
3922.99999999862,57.4260639999997,30.24,0.7,0,730,525.7029184,4415.90451456,732.625787642808,519.087577244529
3923.19999999862,57.4277719999997,30.744,0.7,0,730,525.715701324,4489.61208930696,732.62141451544,519.087577244529
3923.39999999862,57.4295079999997,31.248,0.7,0,730,525.728695536,4563.32507725248,732.617008392766,519.087577244529
3923.59999999862,57.4312719999997,31.752,0.7,0,730,525.741901036,4637.04356713752,732.6125692754,519.087577244529
3923.79999999862,57.4330639999997,32.256,0.7,0,730,525.755317824,4710.76764770304,732.608097163962,519.087577244529
3923.99999999862,57.4348839999997,32.76,0.7,0,730,525.7689459,4784.49740769,732.603592059077,519.087577244529
3924.19999999862,57.4367319999997,33.264,0.7,0,730,525.782785264,4858.23293583936,732.599053961373,519.087577244529
3924.39999999862,57.4386079999997,33.768,0.7,0,730,525.796835916,4931.97432089208,732.594482871484,519.087577244529
3924.59999999862,57.4405119999997,34.272,0.7,0,730,525.811097856,5005.72165158912,732.589878790049,519.087577244529
3924.79999999862,57.4424439999997,34.776,0.7,0,730,525.825571084,5079.47501667144,732.58524171771,519.087577244529
3924.99999999862,57.4444039999997,35.28,0.7,0,730,525.8402556,5153.23450488,732.580571655115,519.087577244529
3925.19999999862,57.4463919999997,35.784,0.7,0,730,525.855151404,5227.00020495576,732.575868602915,519.087577244529
3925.39999999862,57.4484079999997,36.288,0.7,0,730,525.870258496,5300.77220563968,732.571132561768,519.087577244529
3925.59999999862,57.4504519999997,36.792,0.7,0,730,525.885576876,5374.55059567272,732.566363532334,519.087577244529
3925.79999999862,57.4525239999997,37.296,0.7,0,730,525.901106544,5448.33546379584,732.56156151528,519.087577244529
3925.99999999862,57.4546239999997,37.8,0.7,0,730,525.9168475,5522.12689875,732.556726511277,519.087577244529
3926.19999999862,57.4567519999997,38.304,0.7,0,730,525.932799744,5595.92498927616,732.551858520998,519.087577244529
3926.39999999862,57.4589079999997,38.808,0.7,0,730,525.948963276,5669.72982411528,732.546957545125,519.087577244529
3926.59999999862,57.4610919999997,39.312,0.7,0,730,525.965338096,5743.54149200832,732.542023584341,519.087577244529
3926.79999999862,57.4633039999997,39.816,0.7,0,730,525.981924204,5817.36008169624,732.537056639335,519.087577244529
3926.99999999862,57.4655439999997,40.32,0.7,0,730,525.9987216,5891.18568192,732.532056710802,519.087577244529
3927.19999999862,57.4678119999997,40.824,0.7,0,730,526.015730284,5965.01838142056,732.527023799438,519.087577244529
3927.39999999862,57.4701079999997,41.328,0.7,0,730,526.032950256,6038.85826893888,732.521957905948,519.087577244529
3927.59999999862,57.4724319999997,41.832,0.7,0,730,526.050381516,6112.70543321592,732.516859031038,519.087577244529
3927.79999999862,57.4747839999997,42.336,0.7,0,730,526.068024064,6186.55996299264,732.511727175421,519.087577244529
3927.99999999862,57.4771639999997,42.84,0.7,0,730,526.0858779,6260.42194701,732.506562339812,519.087577244529
3928.19999999862,57.4795719999997,43.344,0.7,0,730,526.103943024,6334.29147400896,732.501364524934,519.087577244529
3928.39999999862,57.4820079999997,43.848,0.7,0,730,526.122219436,6408.16863273048,732.496133731512,519.087577244529
3928.59999999862,57.4844719999997,44.352,0.7,0,730,526.140707136,6482.05351191552,732.490869960278,519.087577244529
3928.79999999862,57.4869639999997,44.856,0.7,0,730,526.159406124,6555.94620030504,732.485573211964,519.087577244529
3928.99999999862,57.4894839999997,45.36,0.7,0,730,526.1783164,6629.84678664,732.480243487313,519.087577244529
3929.19999999862,57.4920319999997,45.864,0.7,0,730,526.197437964,6703.75535966137,732.474880787067,519.087577244529
3929.39999999862,57.4946079999997,46.368,0.7,0,730,526.216770816,6777.67200811009,732.469485111976,519.087577244529
3929.59999999862,57.4972119999997,46.872,0.7,0,730,526.236314956,6851.59682072713,732.464056462794,519.087577244529
3929.79999999862,57.4998439999997,47.376,0.7,0,730,526.256070384,6925.52988625345,732.458594840278,519.087577244529
3929.99999999862,57.5025039999997,47.88,0.7,0,730,526.2760371,6999.47129343001,732.453100245192,519.087577244529
3930.19999999862,57.5051919999997,48.3840000000001,0.7,0,730,526.296215104,7073.42113099777,732.447572678302,519.087577244529
3930.39999999862,57.5079079999997,48.8880000000001,0.7,0,730,526.316604396,7147.37948769769,732.44201214038,519.087577244529
3930.59999999862,57.5106519999997,49.3920000000001,0.7,0,730,526.337204976,7221.34645227073,732.436418632204,519.087577244529
3930.79999999862,57.5134239999997,49.8960000000001,0.7,0,730,526.358016844,7295.32211345785,732.430792154555,519.087577244529
3930.99999999862,57.5162239999997,50.4000000000001,0.7,0,730,526.37904,7369.30656000001,732.425132708218,519.087577244529
3931.19999999862,57.5190519999997,50.9040000000001,0.7,0,730,526.400274444,7443.29988063817,732.419440293983,519.087577244529
3931.39999999862,57.5219079999997,51.4080000000001,0.7,0,730,526.421720176,7517.30216411329,732.413714912646,519.087577244529
3931.59999999862,57.5247919999997,51.9120000000001,0.7,0,730,526.443377196,7591.31349916633,732.407956565007,519.087577244529
3931.79999999862,57.5277039999997,52.4160000000001,0.7,0,730,526.465245504,7665.33397453825,732.402165251869,519.087577244529
3931.99999999861,57.5306439999997,52.9200000000001,0.7,0,730,526.4873251,7739.36367897001,732.396340974042,519.087577244529
3932.19999999861,57.5336119999997,53.4240000000001,0.7,0,730,526.509615984,7813.40270120257,732.390483732339,519.087577244529
3932.39999999861,57.5366079999997,53.9280000000001,0.7,0,730,526.532118156,7887.45112997689,732.384593527578,519.087577244529
3932.59999999861,57.5396319999997,54.4320000000001,0.7,0,730,526.554831616,7961.50905403393,732.378670360581,519.087577244529
3932.79999999861,57.5426839999997,54.9360000000001,0.7,0,730,526.577756364,8035.57656211465,732.372714232177,519.087577244529
3932.99999999861,57.5457639999997,55.4400000000001,0.7,0,730,526.6008924,8109.65374296001,732.366725143196,519.087577244529
3933.19999999861,57.5488719999997,55.9440000000001,0.7,0,730,526.624239724,8183.74068531097,732.360703094476,519.087577244529
3933.39999999861,57.5520079999997,56.4480000000001,0.7,0,730,526.647798336,8257.83747790849,732.354648086858,519.087577244529
3933.59999999861,57.5551719999997,56.9520000000001,0.7,0,730,526.671568236,8331.94420949353,732.348560121186,519.087577244529
3933.79999999861,57.5583639999997,57.4560000000001,0.7,0,730,526.695549424,8406.06096880705,732.342439198313,519.087577244529
3933.99999999861,57.5615839999997,57.9600000000001,0.7,0,730,526.7197419,8480.18784459001,732.336285319092,519.087577244529
3934.19999999861,57.5648319999997,58.4640000000001,0.7,0,730,526.744145664,8554.32492558337,732.330098484383,519.087577244529
3934.39999999861,57.5681079999997,58.9680000000001,0.7,0,730,526.768760716,8628.47230052809,732.32387869505,519.087577244529
3934.59999999861,57.5714119999997,59.4720000000001,0.7,0,730,526.793587056,8702.63005816513,732.317625951962,519.087577244529
3934.79999999861,57.5747439999997,59.9760000000001,0.7,0,730,526.818624684,8776.79828723545,732.311340255993,519.087577244529
3934.99999999861,57.5781039999997,60.4800000000001,0.7,0,730,526.8438736,8850.97707648001,732.30502160802,519.087577244529
3935.19999999861,57.5814919999997,60.9840000000001,0.7,0,730,526.869333804,8925.16651463977,732.298670008926,519.087577244529
3935.39999999861,57.5849079999997,61.4880000000001,0.7,0,730,526.895005296,8999.36669045569,732.292285459598,519.087577244529
3935.59999999861,57.5883519999997,61.9920000000001,0.7,0,730,526.920888076,9073.57769266873,732.285867960928,519.087577244529
3935.79999999861,57.5918239999997,62.4960000000001,0.7,0,730,526.946982144,9147.79961001985,732.279417513812,519.087577244529
3935.99999999861,57.5953239999997,63.0000000000001,0.7,0,730,526.9732875,9222.03253125002,732.272934119152,519.087577244529
3936.19999999861,57.5988519999997,63.5040000000001,0.7,0,730,526.999804144,9296.27654510017,732.266417777852,519.087577244529
3936.39999999861,57.6024079999997,64.0080000000001,0.7,0,730,527.026532076,9370.53174031129,732.259868490823,519.087577244529
3936.59999999861,57.6059919999997,64.5120000000001,0.7,0,730,527.053471296,9444.79820562433,732.253286258981,519.087577244529
3936.79999999861,57.6096039999997,65.0160000000001,0.7,0,730,527.080621804,9519.07602978026,732.246671083243,519.087577244529
3936.99999999861,57.6132439999997,65.5200000000001,0.7,0,730,527.1079836,9593.36530152001,732.240022964535,519.087577244529
3937.19999999861,57.6169119999997,66.0240000000001,0.7,0,730,527.135556684,9667.66610958458,732.233341903785,519.087577244529
3937.39999999861,57.6206079999997,66.5280000000001,0.7,0,730,527.163341056,9741.9785427149,732.226627901926,519.087577244529
3937.59999999861,57.6243319999997,67.0320000000001,0.7,0,730,527.191336716,9816.30268965194,732.219880959895,519.087577244529
3937.79999999861,57.6280839999997,67.5360000000001,0.7,0,730,527.219543664,9890.63863913666,732.213101078637,519.087577244529
3937.99999999861,57.6318639999997,68.0400000000001,0.7,0,730,527.2479619,9964.98647991002,732.206288259096,519.087577244529
3938.19999999861,57.6356719999997,68.5440000000001,0.7,0,730,527.276591424,10039.346300713,732.199442502226,519.087577244529
3938.39999999861,57.6395079999997,69.0480000000001,0.7,0,730,527.305432236,10113.7181902865,732.192563808982,519.087577244529
3938.59999999861,57.6433719999997,69.5520000000001,0.7,0,730,527.334484336,10188.1022373715,732.185652180325,519.087577244529
3938.79999999861,57.6472639999997,70.0560000000001,0.7,0,730,527.363747724,10262.4985307091,732.17870761722,519.087577244529
3938.99999999861,57.6511839999997,70.5600000000001,0.7,0,730,527.3932224,10336.90715904,732.171730120639,519.087577244529
3939.19999999861,57.6551319999997,71.0640000000001,0.7,0,730,527.422908364,10411.3282111054,732.164719691554,519.087577244529
3939.39999999861,57.6591079999997,71.5680000000001,0.7,0,730,527.452805616,10485.7617756461,732.157676330946,519.087577244529
3939.59999999861,57.6631119999997,72.0720000000001,0.7,0,730,527.482914156,10560.2079414031,732.150600039798,519.087577244529
3939.79999999861,57.6671439999997,72.5760000000001,0.7,0,730,527.513233984,10634.6667971175,732.143490819099,519.087577244529
3939.99999999861,57.6712039999997,73.0800000000001,0.7,0,730,527.5437651,10709.13843153,732.136348669842,519.087577244529
3940.19999999861,57.6752919999997,73.5840000000001,0.7,0,730,527.574507504,10783.6229333818,732.129173593024,519.087577244529
3940.39999999861,57.6794079999997,74.0880000000002,0.7,0,730,527.605461196,10858.1203914137,732.121965589648,519.087577244529
3940.59999999861,57.6835519999997,74.5920000000002,0.7,0,730,527.636626176,10932.6308943667,732.11472466072,519.087577244529
3940.79999999861,57.6877239999997,75.0960000000002,0.7,0,730,527.668002444,11007.1545309819,732.107450807252,519.087577244529
3940.99999999861,57.6919239999997,75.6000000000002,0.7,0,730,527.69959,11081.69139,732.100144030261,519.087577244529
3941.19999999861,57.6961519999997,76.1040000000002,0.7,0,730,527.731388844,11156.2415601622,732.092804330766,519.087577244529
3941.39999999861,57.7004079999997,76.6080000000002,0.7,0,730,527.763398976,11230.8051302093,732.085431709793,519.087577244529
3941.59999999861,57.7046919999997,77.1120000000002,0.7,0,730,527.795620396,11305.3821888823,732.078026168371,519.087577244529
3941.79999999861,57.7090039999997,77.6160000000002,0.7,0,730,527.828053104,11379.9728249223,732.070587707536,519.087577244529
3941.99999999861,57.7133439999997,78.1200000000002,0.7,0,730,527.8606971,11454.57712707,732.063116328326,519.087577244529
3942.19999999861,57.7177119999997,78.6240000000002,0.7,0,730,527.893552384,11529.1951840666,732.055612031785,519.087577244529
3942.39999999861,57.7221079999997,79.1280000000002,0.7,0,730,527.926618956,11603.8270846529,732.04807481896,519.087577244529
3942.59999999861,57.7265319999997,79.6320000000002,0.7,0,730,527.959896816,11678.4729175699,732.040504690906,519.087577244529
3942.79999999861,57.7309839999997,80.1360000000002,0.7,0,730,527.993385964,11753.1327715587,732.032901648679,519.087577244529
3942.9999999986,57.7354639999997,80.6400000000002,0.7,0,730,528.0270864,11827.80673536,732.025265693341,519.087577244529
3943.1999999986,57.7399719999997,81.1440000000002,0.7,0,730,528.060998124,11902.494897715,732.017596825959,519.087577244529
3943.3999999986,57.7445079999997,81.6480000000002,0.7,0,730,528.095121136,11977.1973473645,732.009895047605,519.087577244529
3943.5999999986,57.7490719999997,82.1520000000002,0.7,0,730,528.129455436,12051.9141730495,732.002160359353,519.087577244529
3943.7999999986,57.7536639999997,82.6560000000002,0.7,0,730,528.164001024,12126.6454635111,731.994392762284,519.087577244529
3943.9999999986,57.7582839999997,83.1600000000002,0.7,0,730,528.1987579,12201.39130749,731.986592257484,519.087577244529
3944.1999999986,57.7629319999997,83.6640000000002,0.7,0,730,528.233726064,12276.1517937274,731.978758846042,519.087577244529
3944.3999999986,57.7676079999997,84.1680000000002,0.7,0,730,528.268905516,12350.9270109641,731.970892529052,519.087577244529
3944.5999999986,57.7723119999997,84.6720000000002,0.7,0,730,528.304296256,12425.7170479411,731.962993307613,519.087577244529
3944.7999999986,57.7770439999997,85.1760000000002,0.7,0,730,528.339898284,12500.5219933995,731.955061182828,519.087577244529
3944.9999999986,57.7818039999997,85.6800000000002,0.7,0,730,528.3757116,12575.34193608,731.947096155805,519.087577244529
3945.1999999986,57.7865919999997,86.1840000000002,0.7,0,730,528.411736204,12650.1769647238,731.939098227657,519.087577244529
3945.3999999986,57.7914079999997,86.6880000000002,0.7,0,730,528.447972096,12725.0271680717,731.931067399501,519.087577244529
3945.5999999986,57.7962519999997,87.1920000000002,0.7,0,730,528.484419276,12799.8926348647,731.923003672459,519.087577244529
3945.7999999986,57.8011239999997,87.6960000000002,0.7,0,730,528.521077744,12874.7734538439,731.914907047657,519.087577244529
3945.9999999986,57.8060239999997,88.2000000000002,0.7,0,730,528.5579475,12949.66971375,731.906777526226,519.087577244529
3946.1999999986,57.8109519999997,88.7040000000002,0.7,0,730,528.595028544,13024.5815033242,731.898615109302,519.087577244529
3946.3999999986,57.8159079999997,89.2080000000002,0.7,0,730,528.632320876,13099.5089113073,731.890419798024,519.087577244529
3946.5999999986,57.8208919999997,89.7120000000002,0.7,0,730,528.669824496,13174.4520264404,731.882191593537,519.087577244529
3946.7999999986,57.8259039999997,90.2160000000002,0.7,0,730,528.707539404,13249.4109374643,731.873930496992,519.087577244529
3946.9999999986,57.8309039999997,90,0,-3.5,730,17.69135,442.28375,731.865683634469,519.087577244529
3947.1999999986,57.8359039999997,90,0,0,730,17.69135,442.28375,731.85743686816,519.087577244529
3947.3999999986,57.8409039999997,90,0,0,730,17.69135,442.28375,731.849190198063,519.087577244529
3947.5999999986,57.8459039999997,90,0,0,730,17.69135,442.28375,731.840943624177,519.087577244529
3947.7999999986,57.8509039999997,90,0,0,730,17.69135,442.28375,731.832697146502,519.087577244529
3947.9999999986,57.8559039999997,90,0,0,730,17.69135,442.28375,731.824450765035,519.087577244529
3948.1999999986,57.8609039999997,90,0,0,730,17.69135,442.28375,731.816204479776,519.087577244529
3948.3999999986,57.8659039999997,90,0,0,730,17.69135,442.28375,731.807958290724,519.087577244529
3948.5999999986,57.8709039999997,90,0,0,730,17.69135,442.28375,731.799712197877,519.087577244529
3948.7999999986,57.8759039999997,90,0,0,730,17.69135,442.28375,731.791466201235,519.087577244529
3948.9999999986,57.8809039999997,90,0,0,730,17.69135,442.28375,731.783220300796,519.087577244529
3949.1999999986,57.8859039999997,90,0,0,730,17.69135,442.28375,731.774974496559,519.087577244529
3949.3999999986,57.8909039999997,90,0,0,730,17.69135,442.28375,731.766728788523,519.087577244529
3949.5999999986,57.8959039999997,90,0,0,730,17.69135,442.28375,731.758483176687,519.087577244529
3949.7999999986,57.9009039999997,90,0,0,730,17.69135,442.28375,731.75023766105,519.087577244529
3949.9999999986,57.9059039999997,90,0,0,730,17.69135,442.28375,731.741992241611,519.087577244529
3950.1999999986,57.9109039999997,90,0,0,730,17.69135,442.28375,731.733746918368,519.087577244529
3950.3999999986,57.9159039999997,90,0,0,730,17.69135,442.28375,731.725501691321,519.087577244529
3950.5999999986,57.9209039999997,90,0,0,730,17.69135,442.28375,731.717256560468,519.087577244529
3950.7999999986,57.9259039999997,90,0,0,730,17.69135,442.28375,731.709011525808,519.087577244529
3950.9999999986,57.9309039999997,90,0,0,730,17.69135,442.28375,731.70076658734,519.087577244529
3951.1999999986,57.9359039999997,90,0,0,730,17.69135,442.28375,731.692521745063,519.087577244529
3951.3999999986,57.9409039999997,90,0,0,730,17.69135,442.28375,731.684276998976,519.087577244529
3951.5999999986,57.9459039999997,90,0,0,730,17.69135,442.28375,731.676032349078,519.087577244529
3951.7999999986,57.9509039999997,90,0,0,730,17.69135,442.28375,731.667787795367,519.087577244529
3951.9999999986,57.9559039999997,90,0,0,730,17.69135,442.28375,731.659543337843,519.087577244529
3952.1999999986,57.9609039999997,90,0,0,730,17.69135,442.28375,731.651298976504,519.087577244529
3952.3999999986,57.9659039999997,90,0,0,730,17.69135,442.28375,731.643054711349,519.087577244529
3952.5999999986,57.9709039999997,90,0,0,730,17.69135,442.28375,731.634810542378,519.087577244529
3952.7999999986,57.9759039999997,90,0,0,730,17.69135,442.28375,731.626566469588,519.087577244529
3952.9999999986,57.9809039999997,90,0,0,730,17.69135,442.28375,731.618322492979,519.087577244529
3953.1999999986,57.9859039999997,90,0,0,730,17.69135,442.28375,731.61007861255,519.087577244529
3953.3999999986,57.9909039999997,90,0,0,730,17.69135,442.28375,731.6018348283,519.087577244529
3953.5999999986,57.9959039999997,90,0,0,730,17.69135,442.28375,731.593591140227,519.087577244529
3953.7999999986,58.0009039999997,90,0,0,730,17.69135,442.28375,731.58534754833,519.087577244529
3953.99999999859,58.0059039999997,90,0,0,730,17.69135,442.28375,731.577104052608,519.087577244529
3954.19999999859,58.0109039999997,90,0,0,730,17.69135,442.28375,731.568860653061,519.087577244529
3954.39999999859,58.0159039999997,90,0,0,730,17.69135,442.28375,731.560617349687,519.087577244529
3954.59999999859,58.0209039999997,90,0,0,730,17.69135,442.28375,731.552374142484,519.087577244529
3954.79999999859,58.0259039999997,90,0,0,730,17.69135,442.28375,731.544131031453,519.087577244529
3954.99999999859,58.0309039999997,90,0,0,730,17.69135,442.28375,731.535888016591,519.087577244529
3955.19999999859,58.0359039999997,90,0,0,730,17.69135,442.28375,731.527645097897,519.087577244529
3955.39999999859,58.0409039999997,90,0,0,730,17.69135,442.28375,731.519402275371,519.087577244529
3955.59999999859,58.0459039999997,90,0,0,730,17.69135,442.28375,731.511159549011,519.087577244529
3955.79999999859,58.0509039999997,90,0,0,730,17.69135,442.28375,731.502916918816,519.087577244529
3955.99999999859,58.0559039999997,90,0,0,730,17.69135,442.28375,731.494674384786,519.087577244529
3956.19999999859,58.0609039999997,90,0,0,730,17.69135,442.28375,731.486431946918,519.087577244529
3956.39999999859,58.0659039999997,90,0,0,730,17.69135,442.28375,731.478189605212,519.087577244529
3956.59999999859,58.0709039999997,90,0,0,730,17.69135,442.28375,731.469947359667,519.087577244529
3956.79999999859,58.0759039999997,90,0,0,730,17.69135,442.28375,731.461705210281,519.087577244529
3956.99999999859,58.0809039999997,90,0,0,730,17.69135,442.28375,731.453463157053,519.087577244529
3957.19999999859,58.0859039999997,90,0,0,730,17.69135,442.28375,731.445221199983,519.087577244529
3957.39999999859,58.0909039999997,90,0,0,730,17.69135,442.28375,731.436979339069,519.087577244529
3957.59999999859,58.0959039999997,90,0,0,730,17.69135,442.28375,731.42873757431,519.087577244529
3957.79999999859,58.1009039999997,90,0,0,730,17.69135,442.28375,731.420495905705,519.087577244529
3957.99999999859,58.1059039999997,90,0,0,730,17.69135,442.28375,731.412254333253,519.087577244529
3958.19999999859,58.1109039999997,90,0,0,730,17.69135,442.28375,731.404012856952,519.087577244529
3958.39999999859,58.1159039999997,90,0,0,730,17.69135,442.28375,731.395771476802,519.087577244529
3958.59999999859,58.1209039999997,90,0,0,730,17.69135,442.28375,731.387530192802,519.087577244529
3958.79999999859,58.1259039999997,90,0,0,730,17.69135,442.28375,731.379289004949,519.087577244529
3958.99999999859,58.1309039999997,90,0,0,730,17.69135,442.28375,731.371047913244,519.087577244529
3959.19999999859,58.1359039999997,90,0,0,730,17.69135,442.28375,731.362806917685,519.087577244529
3959.39999999859,58.1409039999997,90,0,0,730,17.69135,442.28375,731.354566018271,519.087577244529
