Konum_km,Hiz_kmh,Kutle_Ton,Cer_Kuvveti_kN,Direnc_kN,Egim_Yuzde
26.445075,18.9,790,429.155183755963,-123.844816244037,-1.8
26.447875,20.16,790,429.175652280963,-123.824347719037,-1.8
26.45085,21.42,790,429.197441355963,-123.802558644037,-1.8
26.454,22.68,790,429.220550980963,-123.779449019037,-1.8
26.457325,23.94,790,429.244981155963,-123.755018844037,-1.8
26.460825,25.2,790,429.270731880963,-123.729268119037,-1.8
26.4645,26.46,790,429.297803155963,-123.702196844037,-1.8
26.46835,27.72,790,429.326194980963,-123.673805019037,-1.8
26.472375,28.98,790,429.355907355963,-123.644092644037,-1.8
26.476575,30.24,790,429.386940280963,-123.613059719037,-1.8
26.48095,31.5,790,429.419293755963,-123.580706244037,-1.8
26.4855,32.76,790,429.452967780963,-123.547032219037,-1.8
26.490225,34.02,790,429.487962355963,-123.512037644037,-1.8
26.495125,35.28,790,429.524277480963,-123.475722519037,-1.8
26.5002,36.54,790,429.561913155963,-123.438086844037,-1.8
26.50545,37.8,790,429.600869380963,-123.399130619037,-1.8
26.510875,39.06,790,429.641146155963,-123.358853844037,-1.8
26.516475,40.32,790,429.682743480963,-123.317256519037,-1.8
26.52225,41.58,790,429.725661355963,-123.274338644037,-1.8
26.5282,42.84,790,429.769899780963,-123.230100219037,-1.8
26.534325,44.1,790,429.815458755963,-123.184541244037,-1.8
26.540625,45.36,790,429.862338280963,-123.137661719037,-1.8
26.5471,46.62,790,429.910538355963,-123.089461644037,-1.8
26.55375,47.88,790,429.960058980963,-123.039941019037,-1.8
26.560575,49.14,790,430.010900155963,-122.989099844037,-1.8
26.567575,50.4,790,430.063061880963,-122.936938119037,-1.8
26.57475,51.66,790,430.116544155963,-122.883455844037,-1.8
26.5821,52.92,790,430.171346980963,-122.828653019037,-1.8
26.589625,54.18,790,430.227470355963,-122.772529644037,-1.8
26.597325,55.44,790,430.284914280963,-122.715085719037,-1.8
26.6052,56.7,790,430.343678755963,-122.656321244037,-1.8
26.61325,57.96,790,430.403763780963,-122.596236219037,-1.8
26.621475,59.22,790,430.465169355963,-122.534830644037,-1.8
26.629875,60.48,790,430.527895480963,-122.472104519037,-1.8
26.63845,61.74,790,430.591942155963,-122.408057844037,-1.8
26.6472,63,790,430.657309380963,-122.342690619037,-1.8
26.656125,64.26,790,430.723997155963,-122.276002844037,-1.8
26.665225,65.52,790,430.792005480963,-122.207994519037,-1.8
26.6745,66.78,790,430.861334355963,-122.138665644037,-1.8
26.68395,68.04,790,430.931983780963,-122.068016219037,-1.8
26.693575,69.3,790,431.003953755963,-121.996046244037,-1.8
26.703375,70.56,790,431.077244280963,-121.922755719037,-1.8
26.71335,71.82,790,431.151855355963,-121.848144644037,-1.8
26.7235,73.08,790,431.227786980963,-121.772213019037,-1.8
26.733825,74.34,790,431.305039155963,-121.694960844037,-1.8
26.744325,75.6,790,431.383611880963,-121.616388119037,-1.8
26.755,76.86,790,431.463505155963,-121.536494844037,-1.8
26.76585,78.12,790,431.544718980963,-121.455281019037,-1.8
26.776875,79.3800000000001,790,431.627253355963,-121.372746644037,-1.8
26.788075,80.6400000000001,790,431.711108280963,-121.288891719037,-1.8
26.79945,81.9000000000001,790,431.796283755963,-121.203716244037,-1.8
26.811,83.1600000000001,790,431.882779780963,-121.117220219037,-1.8
26.822725,84.4200000000001,790,431.970596355963,-121.029403644037,-1.8
26.834625,85.6800000000001,790,432.059733480963,-120.940266519037,-1.8
26.8467,86.9400000000001,790,432.150191155963,-120.849808844037,-1.8
26.85895,88.2000000000001,790,432.241969380963,-120.758030619037,-1.8
26.871375,89.4600000000001,790,432.335068155963,-120.664931844037,-1.8
26.883975,90.7200000000001,790,432.429487480963,-120.570512519037,-1.8
26.896475,90,790,0,-120.624628119037,-1.8
26.908975,90,790,0,-120.624628119037,-1.8
26.921475,90,790,0,-120.624628119037,-1.8
26.933975,90,790,0,-120.624628119037,-1.8
26.946475,90,790,0,-120.624628119037,-1.8
26.958975,90,790,0,-120.624628119037,-1.8
26.971475,90,790,0,-120.624628119037,-1.8
26.983975,90,790,0,-120.624628119037,-1.8
26.996475,90,790,0,-120.624628119037,-1.8
27.008975,90,790,0,-120.624628119037,-1.8
27.021475,90,790,0,-120.624628119037,-1.8
27.033975,90,790,0,-120.624628119037,-1.8
27.046475,90,790,0,-120.624628119037,-1.8
27.058975,90,790,0,-120.624628119037,-1.8
27.071475,90,790,0,-120.624628119037,-1.8
27.083975,90,790,0,-120.624628119037,-1.8
27.096475,90,790,0,-120.624628119037,-1.8
27.108975,90,790,0,-120.624628119037,-1.8
27.121475,90,790,0,-120.624628119037,-1.8
27.133975,90,790,0,-120.624628119037,-1.8
27.146475,90,790,0,-120.624628119037,-1.8
27.158975,90,790,0,-120.624628119037,-1.8
27.171475,90,790,0,-120.624628119037,-1.8
27.183975,90,790,0,-120.624628119037,-1.8
27.196475,90,790,0,-120.624628119037,-1.8
27.208975,90,790,0,-120.624628119037,-1.8
27.221475,90,790,0,-120.624628119037,-1.8
27.233975,90,790,0,-120.624628119037,-1.8
27.246475,90,790,0,-120.624628119037,-1.8
27.258975,90,790,0,-120.624628119037,-1.8
27.271475,90,790,0,-120.624628119037,-1.8
27.283975,90,790,0,-120.624628119037,-1.8
27.296475,90,790,0,-120.624628119037,-1.8
27.308975,90,790,0,-120.624628119037,-1.8
27.321475,90,790,0,-120.624628119037,-1.8
27.333975,90,790,0,-120.624628119037,-1.8
27.346475,90,790,0,-120.624628119037,-1.8
27.358975,90,790,0,-120.624628119037,-1.8
27.371475,90,790,0,-120.624628119037,-1.8
27.383975,90,790,0,-120.624628119037,-1.8
27.396475,90,790,0,-120.624628119037,-1.8
27.408975,90,790,0,-120.624628119037,-1.8
27.421475,90,790,0,-120.624628119037,-1.8
27.433975,90,790,0,-120.624628119037,-1.8
27.446475,90,790,0,-120.624628119037,-1.8
27.458975,90,790,0,-120.624628119037,-1.8
27.471475,90,790,0,-120.624628119037,-1.8
27.483975,90,790,0,-120.624628119037,-1.8
27.496475,90,790,0,-120.624628119037,-1.8
27.508975,90,790,0,-120.624628119037,-1.8
27.521475,90,790,0,-120.624628119037,-1.8
27.533975,90,790,0,-120.624628119037,-1.8
27.546475,90,790,0,-120.624628119037,-1.8
27.558975,90,790,0,-120.624628119037,-1.8
27.571475,90,790,0,-120.624628119037,-1.8
27.583975,90,790,0,-120.624628119037,-1.8
27.596475,90,790,0,-120.624628119037,-1.8
27.608975,90,790,0,-120.624628119037,-1.8
27.621475,90,790,0,-120.624628119037,-1.8
27.633975,90,790,0,-120.624628119037,-1.8
27.646475,90,790,0,-120.624628119037,-1.8
27.658975,90,790,0,-120.624628119037,-1.8
27.671475,90,790,0,-120.624628119037,-1.8
27.683975,90,790,0,-120.624628119037,-1.8
27.696475,90,790,0,-120.624628119037,-1.8
27.708975,90,790,0,-120.624628119037,-1.8
27.721475,90,790,0,-120.624628119037,-1.8
27.733975,90,790,0,-120.624628119037,-1.8
27.746475,90,790,0,-120.624628119037,-1.8
27.758975,90,790,0,-120.624628119037,-1.8
27.771475,90,790,0,-120.624628119037,-1.8
27.783975,90,790,0,-120.624628119037,-1.8
27.796475,90,790,0,-120.624628119037,-1.8
27.808975,90,790,0,-120.624628119037,-1.8
27.821475,90,790,0,-120.624628119037,-1.8
27.833975,90,790,0,-120.624628119037,-1.8
27.846475,90,790,0,-120.624628119037,-1.8
27.858975,90,790,0,-120.624628119037,-1.8
27.871475,90,790,0,-120.624628119037,-1.8
27.883975,90,790,0,-120.624628119037,-1.8
27.896475,90,790,0,-120.624628119037,-1.8
27.908975,90,790,0,-120.624628119037,-1.8
27.921475,90,790,0,-120.624628119037,-1.8
27.933975,90,790,0,-120.624628119037,-1.8
27.946475,90,790,0,-120.624628119037,-1.8
27.958975,90,790,0,-120.624628119037,-1.8
27.971475,90,790,0,-120.624628119037,-1.8
27.983975,90,790,0,-120.624628119037,-1.8
27.996475,90,790,0,-120.624628119037,-1.8
28.008975,90,790,0,-120.624628119037,-1.8
28.021475,90,790,0,-120.624628119037,-1.8
28.033975,90,790,0,-120.624628119037,-1.8
28.046475,90,790,0,-120.624628119037,-1.8
28.058975,90,790,0,-120.624628119037,-1.8
28.071475,90,790,0,-120.624628119037,-1.8
28.083975,90,790,0,-120.624628119037,-1.8
28.096475,90,790,0,-120.624628119037,-1.8
28.108975,90,790,0,-120.624628119037,-1.8
28.121475,90,790,0,-120.624628119037,-1.8
28.133975,90,790,0,-120.624628119037,-1.8
28.146475,90,790,158.356706319427,158.356706319427,1.8
28.158975,90,790,158.356706319427,158.356706319427,1.8
28.171475,90,790,158.356706319427,158.356706319427,1.8
28.183975,90,790,158.356706319427,158.356706319427,1.8
28.196475,90,790,158.356706319427,158.356706319427,1.8
28.208975,90,790,158.356706319427,158.356706319427,1.8
28.221475,90,790,158.356706319427,158.356706319427,1.8
28.233975,90,790,158.356706319427,158.356706319427,1.8
28.246475,90,790,158.356706319427,158.356706319427,1.8
28.258975,90,790,158.356706319427,158.356706319427,1.8
28.271475,90,790,158.356706319427,158.356706319427,1.8
28.283975,90,790,158.356706319427,158.356706319427,1.8
28.296475,90,790,158.356706319427,158.356706319427,1.8
28.308975,90,790,158.356706319427,158.356706319427,1.8
28.321475,90,790,158.356706319427,158.356706319427,1.8
28.333975,90,790,158.356706319427,158.356706319427,1.8
28.346475,90,790,158.356706319427,158.356706319427,1.8
28.358975,90,790,158.356706319427,158.356706319427,1.8
28.371475,90,790,158.356706319427,158.356706319427,1.8
28.383975,90,790,158.356706319427,158.356706319427,1.8
28.396475,90,790,158.356706319427,158.356706319427,1.8
28.408975,90,790,158.356706319427,158.356706319427,1.8
28.421475,90,790,158.356706319427,158.356706319427,1.8
28.433975,90,790,158.356706319427,158.356706319427,1.8
28.446475,90,790,158.356706319427,158.356706319427,1.8
28.458975,90,790,158.356706319427,158.356706319427,1.8
28.471475,90,790,158.356706319427,158.356706319427,1.8
28.483975,90,790,158.356706319427,158.356706319427,1.8
28.496475,90,790,158.356706319427,158.356706319427,1.8
28.508975,90,790,158.356706319427,158.356706319427,1.8
28.521475,90,790,158.356706319427,158.356706319427,1.8
28.533975,90,790,158.356706319427,158.356706319427,1.8
28.546475,90,790,158.356706319427,158.356706319427,1.8
28.558975,90,790,158.356706319427,158.356706319427,1.8
28.571475,90,790,158.356706319427,158.356706319427,1.8
28.583975,90,790,158.356706319427,158.356706319427,1.8
28.596475,90,790,158.356706319427,158.356706319427,1.8
28.608975,90,790,158.356706319427,158.356706319427,1.8
28.621475,90,790,158.356706319427,158.356706319427,1.8
28.633975,90,790,158.356706319427,158.356706319427,1.8
28.646475,90,790,158.356706319427,158.356706319427,1.8
28.658975,90,790,158.356706319427,158.356706319427,1.8
28.671475,90,790,158.356706319427,158.356706319427,1.8
28.683975,90,790,158.356706319427,158.356706319427,1.8
28.696475,90,790,158.356706319427,158.356706319427,1.8
28.708975,90,790,158.356706319427,158.356706319427,1.8
28.721475,90,790,158.356706319427,158.356706319427,1.8
28.733975,90,790,158.356706319427,158.356706319427,1.8
28.746475,90,790,158.356706319427,158.356706319427,1.8
28.758975,90,790,158.356706319427,158.356706319427,1.8
28.771475,90,790,158.356706319427,158.356706319427,1.8
28.783975,90,790,158.356706319427,158.356706319427,1.8
28.796475,90,790,158.356706319427,158.356706319427,1.8
28.808975,90,790,158.356706319427,158.356706319427,1.8
28.821475,90,790,158.356706319427,158.356706319427,1.8
28.833975,90,790,158.356706319427,158.356706319427,1.8
28.846475,90,790,158.356706319427,158.356706319427,1.8
28.858975,90,790,158.356706319427,158.356706319427,1.8
28.871475,90,790,158.356706319427,158.356706319427,1.8
28.883975,90,790,158.356706319427,158.356706319427,1.8
28.896475,90,790,158.356706319427,158.356706319427,1.8
28.908975,90,790,158.356706319427,158.356706319427,1.8
28.921475,90,790,158.356706319427,158.356706319427,1.8
28.933975,90,790,158.356706319427,158.356706319427,1.8
28.946475,90,790,158.356706319427,158.356706319427,1.8
28.958975,90,790,158.356706319427,158.356706319427,1.8
28.971475,90,790,158.356706319427,158.356706319427,1.8
28.983975,90,790,158.356706319427,158.356706319427,1.8
28.996475,90,790,158.356706319427,158.356706319427,1.8
29.008975,90,790,158.356706319427,158.356706319427,1.8
29.021475,90,790,158.356706319427,158.356706319427,1.8
29.033975,90,790,158.356706319427,158.356706319427,1.8
29.046475,90,790,158.356706319427,158.356706319427,1.8
29.058975,90,790,158.356706319427,158.356706319427,1.8
29.071475,90,790,158.356706319427,158.356706319427,1.8
29.083975,90,790,158.356706319427,158.356706319427,1.8
29.096475,90,790,158.356706319427,158.356706319427,1.8
29.108975,90,790,158.356706319427,158.356706319427,1.8
29.121475,90,790,158.356706319427,158.356706319427,1.8
29.133975,90,790,158.356706319427,158.356706319427,1.8
29.146475,90,790,158.356706319427,158.356706319427,1.8
29.158975,90,790,158.356706319427,158.356706319427,1.8
29.171475,90,790,158.356706319427,158.356706319427,1.8
29.183975,90,790,158.356706319427,158.356706319427,1.8
29.196475,90,790,158.356706319427,158.356706319427,1.8
29.208975,90,790,158.356706319427,158.356706319427,1.8
29.221475,90,790,158.356706319427,158.356706319427,1.8
29.233975,90,790,158.356706319427,158.356706319427,1.8
29.246475,90,790,158.356706319427,158.356706319427,1.8
29.258975,90,790,158.356706319427,158.356706319427,1.8
29.271475,90,790,158.356706319427,158.356706319427,1.8
29.283975,90,790,158.356706319427,158.356706319427,1.8
29.296475,90,790,158.356706319427,158.356706319427,1.8
29.308975,90,790,158.356706319427,158.356706319427,1.8
29.321475,90,790,158.356706319427,158.356706319427,1.8
29.333975,90,790,158.356706319427,158.356706319427,1.8
29.346475,90,790,158.356706319427,158.356706319427,1.8
29.358975,90,790,158.356706319427,158.356706319427,1.8
29.371475,90,790,158.356706319427,158.356706319427,1.8
29.383975,90,790,158.356706319427,158.356706319427,1.8
29.396475,90,790,158.356706319427,158.356706319427,1.8
29.408975,90,790,158.356706319427,158.356706319427,1.8
29.421475,90,790,158.356706319427,158.356706319427,1.8
29.433975,90,790,158.356706319427,158.356706319427,1.8
29.446475,90,790,158.356706319427,158.356706319427,1.8
29.458975,90,790,158.356706319427,158.356706319427,1.8
29.471475,90,790,158.356706319427,158.356706319427,1.8
29.483975,90,790,158.356706319427,158.356706319427,1.8
29.49625,88.38,790,0,158.236522794427,1.8
29.5083,86.76,790,0,158.118522219427,1.8
29.520125,85.14,790,0,158.002704594427,1.8
29.531725,83.52,790,0,157.889069919427,1.8
29.5431,81.9,790,0,157.777618194427,1.8
29.55425,80.28,790,0,157.668349419427,1.8
29.565175,78.66,790,0,157.561263594427,1.8
29.575875,77.04,790,0,157.456360719427,1.8
29.58635,75.42,790,0,157.353640794427,1.8
29.5966,73.8,790,0,157.253103819427,1.8
29.606625,72.18,790,0,157.154749794427,1.8
29.616425,70.56,790,0,157.058578719427,1.8
29.626,68.94,790,0,156.964590594427,1.8
29.63535,67.32,790,0,156.872785419427,1.8
29.644475,65.7,790,0,156.783163194427,1.8
29.653375,64.08,790,0,156.695723919427,1.8
29.66205,62.46,790,0,156.610467594427,1.8
29.6705,60.84,790,0,156.527394219427,1.8
29.678725,59.22,790,0,156.446503794427,1.8
29.686725,57.6000000000001,790,0,156.367796319427,1.8
29.6945,55.9800000000001,790,0,156.291271794427,1.8
29.70205,54.3600000000001,790,0,156.216930219427,1.8
29.709375,52.7400000000001,790,0,156.144771594427,1.8
29.716475,51.1200000000001,790,0,156.074795919427,1.8
29.72335,49.5000000000001,790,0,156.007003194427,1.8
29.73,47.8800000000001,790,0,155.941393419427,1.8
29.736425,46.2600000000001,790,0,155.877966594427,1.8
29.742625,44.6400000000001,790,0,155.816722719427,1.8
29.7486,43.0200000000001,790,0,155.757661794427,1.8
29.75435,41.4000000000001,790,0,155.700783819427,1.8
29.759875,39.7800000000001,790,0,155.646088794427,1.8
29.765175,38.1600000000001,790,0,155.593576719427,1.8
29.77025,36.5400000000001,790,0,155.543247594427,1.8
29.7751,34.9200000000001,790,0,155.495101419427,1.8
29.779725,33.3000000000001,790,0,155.449138194427,1.8
29.784125,31.6800000000001,790,0,155.405357919427,1.8
29.7883,30.0600000000001,790,0,155.363760594427,1.8
29.79225,28.4400000000001,790,0,155.324346219427,1.8
29.795975,26.8200000000001,790,0,155.287114794427,1.8
29.799475,25.2000000000001,790,0,155.252066319427,1.8
29.80275,23.5800000000001,790,0,155.219200794427,1.8
29.8058,21.9600000000001,790,0,155.188518219427,1.8
29.808625,20.3400000000001,790,0,155.160018594427,1.8
29.811225,18.7200000000001,790,0,155.133701919427,1.8
29.8136,17.1000000000001,790,0,155.109568194427,1.8
29.81575,15.4800000000001,790,0,155.087617419427,1.8
29.817675,13.8600000000001,790,0,155.067849594427,1.8
29.819375,12.2400000000001,790,0,155.050264719427,1.8
29.82085,10.6200000000001,790,0,155.034862794427,1.8
29.8221,9.00000000000009,790,0,155.021643819427,1.8
29.823125,7.38000000000009,790,0,155.010607794427,1.8
29.823925,5.76000000000009,790,0,155.001754719427,1.8
29.8245,4.14000000000009,790,0,154.995084594427,1.8
29.824675,1.26,790,568.500460275,15.500460275,0
29.825025,2.52,790,568.5024411,15.5024411,0
29.82555,3.78,790,568.505742475,15.505742475,0
29.82625,5.04,790,568.5103644,15.5103644,0
29.827125,6.3,790,568.516306875,15.516306875,0
29.828175,7.56,790,568.5235699,15.5235699,0
29.8294,8.82,790,568.532153475,15.532153475,0
29.8308,10.08,790,568.5420576,15.5420576,0
29.832375,11.34,790,568.553282275,15.553282275,0
29.834125,12.6,790,568.5658275,15.5658275,0
29.83605,13.86,790,568.579693275,15.579693275,0
29.83815,15.12,790,568.5948796,15.5948796,0
29.840425,16.38,790,568.611386475,15.611386475,0
29.842875,17.64,790,568.6292139,15.6292139,0
29.8455,18.9,790,568.648361875,15.648361875,0
29.8483,20.16,790,568.6688304,15.6688304,0
29.851275,21.42,790,568.690619475,15.690619475,0
29.854425,22.68,790,568.7137291,15.7137291,0
29.85775,23.94,790,568.738159275,15.738159275,0
29.86125,25.2,790,568.76391,15.76391,0
29.864925,26.46,790,568.790981275,15.790981275,0
29.868775,27.72,790,568.8193731,15.8193731,0
29.8728,28.98,790,568.849085475,15.849085475,0
29.877,30.24,790,568.8801184,15.8801184,0
29.881375,31.5,790,568.912471875,15.912471875,0
29.885925,32.76,790,568.9461459,15.9461459,0
29.89065,34.02,790,568.981140475,15.981140475,0
29.89555,35.28,790,569.0174556,16.0174556,0
29.900625,36.54,790,569.055091275,16.055091275,0
29.905875,37.8,790,569.0940475,16.0940475,0
29.9113,39.06,790,569.134324275,16.134324275,0
29.9169,40.32,790,569.1759216,16.1759216,0
29.922675,41.58,790,569.218839475,16.218839475,0
29.928625,42.84,790,569.2630779,16.2630779,0
29.93475,44.1,790,569.308636875,16.308636875,0
29.94105,45.36,790,569.3555164,16.3555164,0
29.947525,46.62,790,569.403716475,16.403716475,0
29.954175,47.88,790,569.4532371,16.4532371,0
29.961,49.14,790,569.504078275,16.504078275,0
29.968,50.4,790,569.55624,16.55624,0
29.975175,51.66,790,569.609722275,16.609722275,0
29.982525,52.92,790,569.6645251,16.6645251,0
29.99005,54.18,790,569.720648475,16.720648475,0
29.99775,55.44,790,569.7780924,16.7780924,0
30.005625,56.7,790,569.836856875,16.836856875,0
30.013675,57.96,790,569.8969419,16.8969419,0
30.0219,59.22,790,569.958347475,16.958347475,0
30.0303,60.48,790,570.0210736,17.0210736,0
30.038875,61.74,790,570.085120275,17.085120275,0
30.047625,63,790,570.1504875,17.1504875,0
30.05655,64.26,790,570.217175275,17.217175275,0
30.06565,65.52,790,570.2851836,17.2851836,0
30.074925,66.78,790,570.354512475,17.354512475,0
30.084375,68.04,790,570.4251619,17.4251619,0
30.094,69.3,790,570.497131875,17.497131875,0
30.1038,70.56,790,570.5704224,17.5704224,0
30.113775,71.82,790,570.645033475,17.645033475,0
30.123925,73.08,790,570.7209651,17.7209651,0
30.13425,74.34,790,570.798217275,17.798217275,0
30.14475,75.6,790,570.87679,17.87679,0
30.155425,76.86,790,570.956683275,17.956683275,0
30.166275,78.12,790,571.0378971,18.0378971,0
30.1773,79.3800000000001,790,571.120431475,18.120431475,0
30.1885,80.6400000000001,790,571.2042864,18.2042864,0
30.199875,81.9000000000001,790,571.289461875,18.289461875,0
30.211425,83.1600000000001,790,571.3759579,18.3759579,0
30.22315,84.4200000000001,790,571.463774475,18.463774475,0
30.23505,85.6800000000001,790,571.5529116,18.5529116,0
30.247125,86.9400000000001,790,571.643369275,18.643369275,0
30.259375,88.2000000000001,790,571.7351475,18.7351475,0
30.2718,89.4600000000001,790,571.828246275,18.828246275,0
30.2844,90.7200000000001,790,571.9226656,18.9226656,0
30.2969,90,790,18.86855,18.86855,0
30.3094,90,790,18.86855,18.86855,0
30.3219,90,790,18.86855,18.86855,0
30.3344,90,790,18.86855,18.86855,0
30.3469,90,790,18.86855,18.86855,0
30.3594,90,790,18.86855,18.86855,0
30.3719,90,790,18.86855,18.86855,0
30.3844,90,790,18.86855,18.86855,0
30.3969,90,790,18.86855,18.86855,0
30.4094,90,790,18.86855,18.86855,0
30.4219,90,790,18.86855,18.86855,0
30.4344,90,790,18.86855,18.86855,0
30.4469,90,790,18.86855,18.86855,0
30.4594,90,790,18.86855,18.86855,0
30.4719,90,790,18.86855,18.86855,0
30.4844,90,790,18.86855,18.86855,0
30.4969,90,790,18.86855,18.86855,0
30.5094,90,790,18.86855,18.86855,0
30.5219,90,790,18.86855,18.86855,0
30.5344,90,790,18.86855,18.86855,0
30.5469,90,790,18.86855,18.86855,0
30.5594,90,790,18.86855,18.86855,0
30.5719,90,790,18.86855,18.86855,0
30.5844,90,790,18.86855,18.86855,0
30.5969,90,790,18.86855,18.86855,0
30.6094,90,790,18.86855,18.86855,0
30.6219,90,790,18.86855,18.86855,0
30.6344,90,790,18.86855,18.86855,0
30.6469,90,790,18.86855,18.86855,0
30.6594,90,790,18.86855,18.86855,0
30.6719,90,790,18.86855,18.86855,0
30.6844,90,790,18.86855,18.86855,0
30.6969,90,790,18.86855,18.86855,0
30.7094,90,790,18.86855,18.86855,0
30.7219,90,790,18.86855,18.86855,0
30.7344,90,790,18.86855,18.86855,0
30.7469,90,790,18.86855,18.86855,0
30.7594,90,790,18.86855,18.86855,0
30.7719,90,790,18.86855,18.86855,0
30.7844,90,790,18.86855,18.86855,0
30.7969,90,790,18.86855,18.86855,0
30.8094,90,790,18.86855,18.86855,0
30.8219,90,790,18.86855,18.86855,0
30.8344,90,790,18.86855,18.86855,0
30.8469,90,790,18.86855,18.86855,0
30.8594,90,790,18.86855,18.86855,0
30.8719,90,790,18.86855,18.86855,0
30.8844,90,790,18.86855,18.86855,0
30.8969,90,790,18.86855,18.86855,0
30.9094,90,790,18.86855,18.86855,0
30.9219,90,790,18.86855,18.86855,0
30.9344,90,790,18.86855,18.86855,0
30.9469,90,790,18.86855,18.86855,0
30.9594,90,790,18.86855,18.86855,0
30.9719,90,790,18.86855,18.86855,0
30.9844,90,790,18.86855,18.86855,0
30.9969,90,790,18.86855,18.86855,0
31.0094,90,790,18.86855,18.86855,0
31.0219,90,790,18.86855,18.86855,0
31.0344,90,790,18.86855,18.86855,0
31.0469,90,790,18.86855,18.86855,0
31.0594,90,790,18.86855,18.86855,0
31.0719,90,790,18.86855,18.86855,0
31.0844,90,790,18.86855,18.86855,0
31.0969,90,790,18.86855,18.86855,0
31.1094,90,790,18.86855,18.86855,0
31.1219,90,790,18.86855,18.86855,0
31.1344,90,790,18.86855,18.86855,0
31.1469,90,790,18.86855,18.86855,0
31.1594,90,790,18.86855,18.86855,0
31.1719,90,790,18.86855,18.86855,0
31.1844,90,790,18.86855,18.86855,0
31.1969,90,790,18.86855,18.86855,0
31.2094,90,790,18.86855,18.86855,0
31.2219,90,790,18.86855,18.86855,0
31.2344,90,790,18.86855,18.86855,0
31.2469,90,790,18.86855,18.86855,0
31.2594,90,790,18.86855,18.86855,0
31.2719,90,790,18.86855,18.86855,0
31.2844,90,790,18.86855,18.86855,0
31.2969,90,790,18.86855,18.86855,0
31.3094,90,790,18.86855,18.86855,0
31.3219,90,790,18.86855,18.86855,0
31.3344,90,790,18.86855,18.86855,0
31.3469,90,790,18.86855,18.86855,0
31.3594,90,790,18.86855,18.86855,0
31.3719,90,790,18.86855,18.86855,0
31.3844,90,790,18.86855,18.86855,0
31.3969,90,790,18.86855,18.86855,0
31.4094,90,790,18.86855,18.86855,0
31.4219,90,790,18.86855,18.86855,0
31.4344,90,790,18.86855,18.86855,0
31.4469,90,790,18.86855,18.86855,0
31.4594,90,790,18.86855,18.86855,0
31.4719,90,790,18.86855,18.86855,0
31.4844,90,790,18.86855,18.86855,0
31.4969,90,790,18.86855,18.86855,0
31.5094,90,790,18.86855,18.86855,0
31.5219,90,790,18.86855,18.86855,0
31.5344,90,790,18.86855,18.86855,0
31.5469,90,790,18.86855,18.86855,0
31.5594,90,790,18.86855,18.86855,0
31.5719,90,790,18.86855,18.86855,0
31.5844,90,790,18.86855,18.86855,0
31.5969,90,790,18.86855,18.86855,0
31.6094,90,790,18.86855,18.86855,0
31.6219,90,790,18.86855,18.86855,0
31.6344,90,790,18.86855,18.86855,0
31.6469,90,790,18.86855,18.86855,0
31.6594,90,790,18.86855,18.86855,0
31.6719,90,790,18.86855,18.86855,0
31.6844,90,790,18.86855,18.86855,0
31.6969,90,790,18.86855,18.86855,0
31.7094,90,790,18.86855,18.86855,0
31.7219,90,790,18.86855,18.86855,0
31.7344,90,790,18.86855,18.86855,0
31.7469,90,790,18.86855,18.86855,0
31.7594,90,790,18.86855,18.86855,0
31.7719,90,790,18.86855,18.86855,0
31.7844,90,790,18.86855,18.86855,0
31.7969,90,790,18.86855,18.86855,0
31.809175,88.38,790,0,18.748366475,0
31.821225,86.76,790,0,18.6303659,0
31.83305,85.14,790,0,18.514548275,0
31.84465,83.52,790,0,18.4009136,0
31.856025,81.9,790,0,18.289461875,0
31.867175,80.28,790,0,18.1801931,0
31.8781,78.66,790,0,18.073107275,0
31.8888,77.04,790,0,17.9682044,0
31.899275,75.42,790,0,17.865484475,0
31.909925,76.68,790,570.9451891,17.9451891,0
31.92035,75.06,790,0,17.842954275,0
31.93055,73.44,790,0,17.7429024,0
31.940525,71.82,790,0,17.645033475,0
31.950275,70.2,790,0,17.5493475,0
31.9598,68.58,790,0,17.455844475,0
31.9691,66.9600000000001,790,0,17.3645244,0
31.978175,65.34,790,0,17.275387275,0
31.987025,63.72,790,0,17.1884331,0
31.99565,62.1000000000001,790,0,17.103661875,0
32.00405,60.4800000000001,790,0,17.0210736,0
32.012225,58.8600000000001,790,0,16.940668275,0
32.020175,57.2400000000001,790,0,16.8624459,0
32.0279,55.6200000000001,790,0,16.786406475,0
32.0354,54.0000000000001,790,0,16.71255,0
32.042675,52.3800000000001,790,0,16.640876475,0
32.049725,50.7600000000001,790,0,16.5713859,0
32.05655,49.1400000000001,790,0,16.504078275,0
32.06315,47.5200000000001,790,0,16.4389536,0
32.069525,45.9000000000001,790,0,16.376011875,0
32.075675,44.2800000000001,790,0,16.3152531,0
32.0816,42.6600000000001,790,0,16.256677275,0
32.0873,41.0400000000001,790,0,16.2002844,0
32.092775,39.4200000000001,790,0,16.146074475,0
32.098025,37.8000000000001,790,0,16.0940475,0
32.10305,36.1800000000001,790,0,16.044203475,0
32.10785,34.5600000000001,790,0,15.9965424,0
32.112425,32.9400000000001,790,0,15.951064275,0
32.116775,31.3200000000001,790,0,15.9077691,0
32.1209,29.7000000000001,790,0,15.866656875,0
32.1248,28.0800000000001,790,0,15.8277276,0
32.128475,26.4600000000001,790,0,15.790981275,0
32.131925,24.8400000000001,790,0,15.7564179,0
32.13515,23.2200000000001,790,0,15.724037475,0
